STATIONID,STREAM_NAME,LAT,LONG,HUC8,HUC8NAME,HUC10,HUC12,HUC_12_Name,COUNTY,YEAR,MONTH,DAY,METHOD,METHOD_DES,SmallFrees,LargeFrees,Richness,richEPT,richEPTptv,richTcadd,richEmay,PTVbeck3,PTVbeck4,HILSindex,SHANdivers,PTVpct03,PTVpct710,INST_COVER,EPI_SUB,EMBEDDED,VELO_DEPTH,CHAN_ALT,SED_DEP,FREQ_RIFF,CHAN_FLOW,COND_BANKS,BANK_VEG,GRAZING,RIP_VEG_ZO,HAB_TOTAL,AREAsqmi,Standardization,Regular_IBI,SPEAR_IBI,IBI_Adjusted_Abundance_,R_IBI_Total_Taxa_Richness,R_IBI_EPT_Taxa_Richness,R_IBI_Beck's_Index,R_IBI_Hilsenhoff_Biotic_Index,R_IBI_Shannon_Diversity_Index,R_IBI_Percent_Sensitive_Individuals,R_IBI_Total_Individuals_Sampled,S_IBI_Total_Taxa_Richness,S_IBI_EPT_Taxa_Richness,S_IBI_Beck's_Index,S_IBI_Hilsenhoff_Biotic_Index,S_IBI_Shannon_Diversity_Index,S_IBI_Percent_Sensitive_Individuals,S_IBI_Total_Individuals_Sampled,A_IBI_Total_Taxa_Richness,A_IBI_EPT_Taxa_Richness,A_IBI_Beck's_Index,A_IBI_Hilsenhoff_Biotic_Index,A_IBI_Shannon_Diversity_Index,A_IBI_Percent_Sensitive_Individuals,A_IBI_Total_Individuals_Sampled,LC_Sites,Urban,Forested,Agriculture,OpenWaterWetland_,NA
20211025-1120-jlorson,Spruce_Run,40.07603218,-79.52331144,05020006,Youghiogheny,0502000609,050200060905,Mounts_Creek,Fayette,2021,10,25,Freestone,"6-Dframe_Composite,_200_subsample",71.0703,NA,23,13,11,7,3,20,23,2.95,2.46,61.9,0,17,17,16,15,13,19,17,17,18,18,12,7,186,2.5,<25_standardizations,71.07827726,61.57426959,63.66134947,23,11,20,2.948837209,2.462307645,61.86046512,215,18,7,9,0.139534884,2.302260945,44.18604651,215,18,11,13,3.158139535,2.302260945,59.53488372,215,20211025-1120-jlorson_Watershed,4.655686681,86.04590844,9.298404876,0,NA
20211104-1116-slott,Spruce_Run,40.07594426,-79.52345629,5020006,Youghiogheny,0502000609,050200060905,Mounts_Creek,Fayette,2021,11,4,Freestone,"6-Dframe_Composite,_200_subsample",65.3008,NA,21,12,10,4,3,16,18,3.18,2.22,60.6,0.5,17,17,16,15,13,19,17,17,18,18,12,7,186,2.5,<25_standardizations,65.3066631,59.73186282,57.2860389,21,10,16,3.18226601,2.222091857,60.591133,203,16,5,12,0.222772277,1.966741094,52.97029703,202,16,8,10,3.311881188,1.966741094,63.86138614,202,20211104-1116-slott_Watershed_L,4.668049793,86.03475104,9.29719917,0,NA
20211116-0945-ablascovic,Unnamed__Tributary_to_Swatara_Creek,40.39871178,-76.48284546,02050305,Lower_Susquehanna-Swatara,0205030509,020503050901,Reeds_Run-Swatara_Creek,Lebanon,2021,11,16,Freestone,"6-Dframe_Composite,_200_subsample",65.32,NA,26,15,12,4,9,9,21,3.73,2.67,47,1.4,16,12,13,16,12,11,14,18,10,15,10,6,153,5.2,<25_standardizations,65.28805434,51.36241434,52.05235745,26,12,9,3.734883721,2.667030648,46.97674419,215,18,4,6,0.534883721,2.421435794,13.02325581,215,18,8,2,4.088372093,2.421435794,44.65116279,215,20211116-0945-ablascovic_Waters,19.29387331,25.60747664,53.95638629,1.142263759,NA
20211116-1015-ablascovic,Unnamed__Tributary_to_Swatara_Creek,40.38896847,-76.47833175,2050305,Lower_Susquehanna-Swatara,0205030509,020503050901,Reeds_Run-Swatara_Creek,Lebanon,2021,11,16,Freestone,"6-Dframe_Composite,_200_subsample",66.089,NA,25,16,13,5,7,13,21,4.07,2.76,41,1,16,15,10,16,15,9,14,18,11,15,9,8,156,3.6,<25_standardizations,66.10051365,58.77912269,56.01775267,25,13,13,4.065,2.76024204,41,200,20,6,12,0.675,2.564531153,20.5,200,20,11,6,4.36,2.564531153,36,200,20211116-1015-ablascovic_Waters,21.19120402,28.429149,49.01883443,1.360812543,NA
20211116-1045-ablascovic,Unnamed__Tributary_to_Swatara_Creek,40.38006599,-76.47798262,02050305,Lower_Susquehanna-Swatara,0205030509,020503050901,Reeds_Run-Swatara_Creek,Lebanon,2021,11,16,Freestone,"6-Dframe_Composite,_200_subsample",44.1336,NA,21,10,6,8,1,7,14,4.95,2.16,11.3,1.5,2,3,2,10,13,2,5,15,10,14,12,11,99,0.6,<25_standardizations,44.12387302,43.56832361,37.85510958,21,6,7,4.953846154,2.160271125,11.28205128,195,15,6,3,1.538461538,1.803051527,7.692307692,195,15,7,6,5.287179487,1.803051527,6.666666667,195,20211116-1045-ablascovic_Waters,14.29353779,28.42278204,57.28368018,0,NA
20211116-1115-ablascovic,Unnamed__Tributary_to_Swatara_Creek,40.36822054,-76.45639935,02050305,Lower_Susquehanna-Swatara,0205030509,020503050901,Reeds_Run-Swatara_Creek,Lebanon,2021,11,16,Freestone,"6-Dframe_Composite,_200_subsample",33.7675,NA,13,6,3,4,2,3,7,4.73,2,3.9,0,4,7,6,13,15,4,6,15,10,15,11,10,116,0.7,<25_standardizations,33.78826574,38.71826086,29.68327027,13,3,3,4.731707317,2.004079825,3.902439024,205,10,1,0,0.609756098,1.704499427,18.04878049,205,10,3,3,5.048780488,1.704499427,2.926829268,205,20211116-1115-ablascovic_Waters,33.5198657,8.170117515,57.86233912,0.447677672,NA
20211116-1130-jeremmille,Stony_Creek,40.5758948,-76.06906131,02040203,Schuylkill,0204020302,020402030207,Mahannon_Creek-Schuylkill_River,Berks,2021,11,16,Freestone,"6-Dframe_Composite,_200_subsample",88.0653,NA,23,17,14,5,5,36,30,1.56,2.68,81.6,0,19,18,18,20,15,18,20,20,16,16,18,20,218,3.7,<25_standardizations,88.73475813,65.92833254,71.28006582,23,14,36,1.557471264,2.677285067,81.6091954,174,20,8,18,0.718390805,2.619646824,33.33333333,174,20,12,19,2.24137931,2.619646824,56.32183908,174,20211116-1130-jeremmille_Waters,0,100,0,0,NA
20211116-1330-jeremmille,Kettle_Run,40.23616297,-76.34055933,02050306,Lower_Susquehanna,0205030609,020503060903,Hammer_Creek,Lancaster,2021,11,16,Freestone,"6-Dframe_Composite,_200_subsample",94.1875,NA,30,22,19,7,5,36,35,2.18,2.68,75.5,1,17,17,14,15,16,15,19,18,17,19,16,17,200,0.9,<25_standardizations,94.21874352,74.01546609,75.9434839,30,19,36,2.177083333,2.683613199,75.52083333,192,24,12,24,0.657894737,2.573838218,33.68421053,190,24,16,21,2.857894737,2.573838218,55.26315789,190,20211116-1330-jeremmille_Waters,0.697404107,99.22510655,0.077489345,0,NA
20211117-0845-ablascovic,Little_Swatara_Creek,40.40773122,-76.47505341,02050305,Lower_Susquehanna-Swatara,0205030507,020503050703,Lower_Little_Swatara_Creek,Lebanon,2021,11,17,Freestone,"6-Dframe_Composite,_200_subsample",NA,56.6941,19,13,10,2,7,5,13,4.43,2.26,23,4.6,10,8,10,18,15,13,14,16,13,15,13,9,154,86,>50_std,56.6950263,60.305792,50.10248615,19,10,5,4.428571429,2.261303556,22.95918367,196,17,5,12,0.637755102,2.058012487,9.693877551,196,17,8,3,4.734693878,2.058012487,22.95918367,196,20211117-0845-ablascovic_Waters,14.04418947,26.89475919,57.79080243,1.270248907,NA
20211117-0920-ablascovic,Little_Swatara_Creek,40.41292788,-76.45026481,02050305,Lower_Susquehanna-Swatara,0205030507,020503050703,Lower_Little_Swatara_Creek,Lebanon,2021,11,17,Freestone,"6-Dframe_Composite,_200_subsample",NA,67.479,23,16,11,3,10,7,17,4.41,2.6,39.2,6.5,19,19,7,18,11,12,16,19,10,11,15,15,172,84.7,<25_standardizations,58.69348257,49.56176213,47.47330721,23,11,7,4.412060302,2.59861074,39.1959799,199,16,4,9,0.505050505,2.302219952,5.555555556,198,16,7,2,4.555555556,2.302219952,39.39393939,198,20211117-0920-ablascovic_Waters,13.70742,27.1466,57.91578,1.230203,NA
20211117-1045-ablascovic,Little_Swatara_Creek,40.4110278,-76.41887746,02050305,Lower_Susquehanna-Swatara,0205030507,020503050703,Lower_Little_Swatara_Creek,Lebanon,2021,11,17,Freestone,"6-Dframe_Composite,_200_subsample",NA,68.1265,27,15,11,4,9,8,19,4.38,2.65,28.7,2.8,14,14,13,17,15,13,14,17,7,11,6,9,150,73.7,<25_standardizations,59.43623801,51.77834552,48.86518917,27,11,8,4.37962963,2.647824232,28.7037037,216,22,4,6,0.255813953,2.315349423,5.11627907,215,22,8,2,4.669767442,2.315349423,27.44186047,215,20211117-1045-ablascovic_Waters,12.51963015,28.70889687,57.52315557,1.248317416,NA
20211117-1130-ablascovic,Unnamed__Tributary_to_Little_Swatara_Creek,40.40072042,-76.4201315,2050305,Lower_Susquehanna-Swatara,0205030507,020503050703,Lower_Little_Swatara_Creek,Lebanon,2021,11,17,Freestone,"6-Dframe_Composite,_200_subsample",48.7383,NA,21,12,8,4,6,7,14,4.74,2.46,14.7,5.2,16,16,9,11,8,14,17,16,12,14,13,11,157,1.9,<25_standardizations,48.72878132,51.15229852,39.7306529,21,8,7,4.739336493,2.458361976,14.69194313,211,17,4,6,0.781990521,2.246057111,22.27488152,211,17,7,1,5.052132701,2.246057111,6.63507109,211,20211117-1130-ablascovic_Waters,12.15295096,30.04156276,56.159601,1.645885287,NA
20211117-1200-ablascovic,Unnamed__Tributary_to_Little_Swatara_Creek,40.39949086,-76.41420152,02050305,Lower_Susquehanna-Swatara,0205030507,020503050703,Lower_Little_Swatara_Creek,Lebanon,2021,11,17,Freestone,"6-Dframe_Composite,_200_subsample",66.6865,NA,29,18,15,6,8,9,23,4.23,2.88,32.5,0.5,13,15,8,11,12,8,15,16,10,16,16,13,153,3.8,<25_standardizations,66.78194867,64.04268226,57.90045826,29,15,9,4.231958763,2.877952437,32.4742268,194,24,8,12,0.592783505,2.664906958,24.22680412,194,24,12,4,4.175257732,2.664906958,30.41237113,194,20211117-1200-ablascovic_Waters,15.69044611,14.50036567,69.10444784,0.704740376,NA
20211118-1230-tdaley,Meshoppen_Creek,41.61380827,-76.04771311,02050106,Upper_Susquehanna-Tunkhannock,0205010608,020501060804,Little_Meshoppen_Creek-Meshoppen_Creek,Wyoming,2021,11,18,Freestone,"6-Dframe_Composite,_200_subsample",NA,79.7763,29,16,12,4,9,10,20,3.93,2.52,59.5,5.4,15,16,17,15,13,16,19,15,15,10,10,11,172,92.8,>50_std,79.77943385,64.85359364,65.02993423,29,12,10,3.926829268,2.518694411,59.51219512,205,23,5,9,0.073891626,2.288184493,13.30049261,203,23,8,2,4.019704433,2.288184493,60.591133,203,20211118-1230-tdaley_Watershed_,7.913592584,51.57928628,36.52936692,3.977754221,NA
20211118-1305-tdaley,Little_Meshoppen_Creek,41.6147867,-76.04786002,02050106,Upper_Susquehanna-Tunkhannock,0205010608,020501060804,Little_Meshoppen_Creek-Meshoppen_Creek,Wyoming,2021,11,18,Freestone,"6-Dframe_Composite,_200_subsample",76.3528,NA,27,18,14,7,6,19,26,2.92,2,80.6,0.5,16,16,16,16,14,16,19,16,16,13,11,11,180,12.5,<25_standardizations,76.33588367,68.57142988,69.62542659,27,14,19,2.923469388,1.997908838,80.6122449,196,23,10,15,0.128865979,1.913600643,51.54639175,194,23,14,12,3.206185567,1.913600643,77.83505155,194,20211118-1305-tdaley_Watershed,8.887492143,47.15273413,40.23884349,3.720930233,NA
20211118-1315-tdaley,White_Creek,41.63192835,-76.0012146,02050106,Upper_Susquehanna-Tunkhannock,0205010608,020501060802,West_Branch_Meshoppen_Creek,Wyoming,2021,11,18,Freestone,"6-Dframe_Composite,_200_subsample",70.5668,NA,29,19,14,8,8,16,23,4.15,2.59,48.2,2,16,18,17,16,16,17,19,15,7,6,17,16,180,22.4,<25_standardizations,70.56829392,60.04547267,62.01584782,29,14,16,4.147208122,2.588438835,48.22335025,197,24,9,9,1,2.462414351,16.41025641,195,24,12,9,4.225641026,2.462414351,46.66666667,195,20211118-1315-tdaley_Watershed_,7.420790157,51.9096963,37.91023382,2.75927972,NA
20211118-1350-tdaley,Meshoppen_Creek,41.61134823,-75.98184905,02050106,Upper_Susquehanna-Tunkhannock,0205010608,020501060803,Thomas_Creek-Meshoppen_Creek,Wyoming,2021,11,18,Freestone,"6-Dframe_Composite,_200_subsample",67.2771,79.0995,24,14,12,5,6,13,22,3.82,2.7,53.2,3.5,17,17,16,18,20,15,18,16,13,13,16,16,195,48.2,<25_standardizations,67.29838383,56.9060805,55.55730805,24,12,13,3.815920398,2.701083242,53.23383085,201,18,6,9,0.25,2.509286302,20,200,18,9,4,4.095,2.509286302,51,200,20211118-1350-tdaley_Watershed_,14.74878444,57.86061588,21.23176661,6.158833063,NA
20211118-1440-tdaley,Riley_Creek,41.63241751,-76.00336037,02050106,Upper_Susquehanna-Tunkhannock,0205010608,020501060801,Riley_Creek,Wyoming,2021,11,18,Freestone,"6-Dframe_Composite,_200_subsample",69.2951,NA,25,16,12,5,6,15,21,3.72,2.52,60.7,2.9,16,16,17,16,16,17,18,15,15,17,14,13,190,16.8,<25_standardizations,69.27081454,63.52451475,63.84942394,25,12,15,3.723300971,2.517685989,60.67961165,206,23,8,12,0.970873786,2.449431959,34.46601942,206,23,11,9,3.922330097,2.449431959,60.19417476,206,20211118-1440-tdaley_Watershed_,6.608882001,52.31042994,37.45479594,3.625892123,NA
20211122-1230-smeans,Slate_Run,41.47099382,-77.5067957,02050205,Pine,0205020506,020502050603,Slate_Run,Lycoming,2021,11,22,Freestone,"6-Dframe_Composite,_200_subsample",85.7175,93.4845,23,20,17,6,10,26,28,1.67,2.48,90.6,0,20,17,20,20,20,18,19,20,19,16,20,20,229,45.1,<25_standardizations,87.35761528,54.88368955,72.55316109,23,17,26,1.666666667,2.475874118,90.61032864,213,19,6,9,0.093896714,2.331975537,10.79812207,213,19,13,20,2.55399061,2.331975537,70.42253521,213,20211122-1230-smeans_Landcover,3.230343591,95.38555465,0.360129214,1.02397255,NA
20211123-0952-dushull,Toms_Run,40.03387717,-77.30410189,02050305,Lower_Susquehanna-Swatara,0205030505,020503050503,Mountain_Creek,Cumberland,2021,11,23,Freestone,"6-Dframe_Composite,_200_subsample",97.7101,NA,34,23,19,9,9,40,38,2.39,3.05,78.1,0,16,13,13,16,15,16,16,20,17,20,17,17,196,3.9,<25_standardizations,100.1834593,69.53160083,76.81910075,34,19,40,2.390697674,3.046137479,78.13953488,215,25,11,15,0.258215962,2.686697337,25.35211268,213,25,16,26,3.356807512,2.686697337,47.88732394,213,20211123-0952-dushull_Watershed,3.706469984,96.0694613,0,0.224068714,NA
20211123-1124-dushull,Birch_Run,39.95122314,-77.44321851,02070004,Conococheague,0207000408,020700040802,Headwaters_Conococheague_Creek,Adams,2021,11,23,Freestone,"6-Dframe_Composite,_200_subsample",79.4431,NA,23,15,13,7,2,26,27,2.07,2.36,75.9,0,19,20,15,16,20,18,20,20,20,20,18,18,224,3.5,<25_standardizations,79.4421768,70.15389128,69.55714944,23,13,26,2.065326633,2.358863371,75.87939698,199,19,12,15,0.176767677,2.146150899,54.54545455,198,19,12,18,2.464646465,2.146150899,68.68686869,198,20211123-1124-dushull_Watershed,5.199727865,94.5572942,0.165224998,0.07775294,NA
20211123-1210-dushull,Knob_Run,39.95129961,-77.44426116,02070004,Conococheague,0207000408,020700040802,Headwaters_Conococheague_Creek,Adams,2021,11,23,Freestone,"6-Dframe_Composite,_200_subsample",78.3531,NA,21,16,15,8,1,20,24,1.98,2.35,79.3,0,20,20,17,20,20,18,20,20,20,20,19,20,234,1.2,<25_standardizations,78.3205444,76.97576824,75.74085801,21,15,20,1.98156682,2.346202041,79.26267281,217,20,14,18,0.046728972,2.30515337,64.95327103,214,20,14,19,2.11682243,2.30515337,78.03738318,214,20211123-1210-dushull_Watershed,0.059136606,99.94086339,0,0,NA
20211123-1455-tdaley,White_Creek,41.67989893,-75.95317071,02050106,Upper_Susquehanna-Tunkhannock,0205010608,020501060802,West_Branch_Meshoppen_Creek,Susquehanna,2021,11,23,Freestone,"6-Dframe_Composite,_200_subsample",64.9865,NA,24,20,15,7,9,12,21,4.09,2.3,45.1,1.6,16,18,17,16,16,17,19,15,15,16,14,14,193,14,<25_standardizations,64.94931761,53.84701616,58.17417675,24,15,12,4.093264249,2.295526263,45.07772021,193,22,8,9,1.813471503,2.249250894,9.32642487,193,22,13,7,4.398963731,2.249250894,40.41450777,193,20211123-1455-tdaley_Watershed_,7.509796425,50.44681258,38.877473,3.165917997,NA
20211129-1000-jeremmille,Unnamed__Tributary_to_Schuylkill_River,40.26649152,-75.73542412,02040203,Schuylkill,0204020306,020402030611,Sixpenny_Creek-Schuylkill_River,Berks,2021,11,29,Freestone,"6-Dframe_Composite,_200_subsample",52.9125,NA,18,9,5,3,4,3,10,3.17,1.97,63.9,3.9,9,8,5,16,13,8,10,9,4,9,16,15,122,1.9,<25_standardizations,52.88524932,51.2739805,45.80773069,18,5,3,3.172222222,1.966471578,63.88888889,180,15,2,3,0.722222222,1.612775405,61.66666667,180,15,4,1,4.022222222,1.612775405,63.88888889,180,20211129-1000-jeremmille_Waters,55.01466276,22.54154448,22.20918866,0.234604106,NA
20211129-1100-jeremmille,Unnamed__Tributary_to_Schuylkill_River,40.25164963,-75.72305976,02040203,Schuylkill,0204020306,020402030611,Sixpenny_Creek-Schuylkill_River,Berks,2021,11,29,Freestone,"6-Dframe_Composite,_200_subsample",55.1408,NA,15,9,6,1,5,6,11,2.3,1.32,81.9,3.2,11,9,10,16,14,10,11,8,10,10,16,11,136,2.7,<25_standardizations,55.17589019,50.07674655,43.92289049,15,6,6,2.300925926,1.3248551,81.94444444,216,11,3,3,0.532407407,0.912885292,80.09259259,216,11,4,1,3.615740741,0.912885292,81.01851852,216,20211129-1100-jeremmille_Waters,29.08163265,40.22959184,29.33673469,1.352040816,NA
20211129-1200-jeremmille,Unnamed__Tributary_to_Schuylkill_River,40.24726363,-75.72161409,02040203,Schuylkill,0204020306,020402030611,Sixpenny_Creek-Schuylkill_River,Berks,2021,11,29,Freestone,"6-Dframe_Composite,_200_subsample",70.0935,NA,28,17,13,5,7,11,21,3.47,1.84,79,4.3,16,16,16,16,16,14,16,15,9,14,15,14,177,4.8,<25_standardizations,70.11345873,66.63903733,59.88759249,28,13,11,3.467741935,1.841520392,79.03225806,186,21,8,12,0.27027027,1.734903056,69.18918919,185,21,10,4,3.583783784,1.734903056,78.37837838,185,20211129-1200-jeremmille_Waters,56.81818182,15.90909091,23.76033058,3.512396694,NA
20211129-1300-jeremmille,Unnamed__Tributary_to_Schuylkill_River,40.24204017,-75.73548347,02040203,Schuylkill,0204020306,020402030611,Sixpenny_Creek-Schuylkill_River,Berks,2021,11,29,Freestone,"6-Dframe_Composite,_200_subsample",47.807,NA,17,10,9,2,5,9,14,5.46,2.18,27.1,21.6,13,14,7,16,13,8,10,13,10,13,13,14,144,1.3,<25_standardizations,47.84726887,45.56645157,40.85394939,17,9,9,5.457286432,2.184721695,27.13567839,199,14,3,3,0.552763819,2.018647599,17.08542714,199,14,7,5,5.703517588,2.018647599,24.62311558,199,20211129-1300-jeremmille_Waters,17.58728504,51.14643043,30.30224075,0.964043773,NA
20211129-1400-jeremmille,Unnamed__Tributary_to_Schuylkill_River,40.23205506,-75.74417375,02040203,Schuylkill,0204020306,020402030611,Sixpenny_Creek-Schuylkill_River,Berks,2021,11,29,Freestone,"6-Dframe_Composite,_200_subsample",94.5291,NA,32,25,20,7,9,35,34,2.38,3.07,71.1,1.1,16,17,16,15,16,15,19,15,10,17,16,15,187,1.6,<25_standardizations,96.60934566,72.49609679,77.54629464,32,20,35,2.383333333,3.06723045,71.11111111,180,25,11,18,0.418994413,2.825511478,31.2849162,179,25,15,18,2.832402235,2.825511478,64.24581006,179,20211129-1400-jeremmille_Waters,1.171974522,98.11464968,0.280254777,0.433121019,NA
20211130-1015-jeremmille,Sixpenny_Creek,40.25663848,-75.77020123,02040203,Schuylkill,0204020306,020402030611,Sixpenny_Creek-Schuylkill_River,Berks,2021,11,30,Freestone,"6-Dframe_Composite,_200_subsample",72.5675,NA,20,15,13,6,4,19,22,2.11,1.69,88.4,0.5,15,16,16,16,15,13,16,12,10,11,12,10,162,4.4,<25_standardizations,73.32020845,54.65390719,65.32535759,20,13,19,2.106280193,1.685647558,88.4057971,207,18,7,9,0.362318841,1.658719145,30.43478261,207,18,11,12,2.710144928,1.658719145,84.5410628,207,20211130-1015-jeremmille_Waters,5.868382747,89.15958017,3.945453153,1.026583927,NA
20211130-1130-jeremmille,Unnamed__Tributary_to_East_Branch_Conestoga_River,40.18011202,-75.89419511,2050306,Lower_Susquehanna,0205030611,020503061103,Upper_Conestoga_River,Berks,2021,11,30,Freestone,"6-Dframe_Composite,_200_subsample",79.9888,NA,24,18,15,6,4,23,26,2.98,2.66,74.5,0,15,16,13,16,16,10,16,12,7,14,16,16,167,1.2,<25_standardizations,79.98805321,71.18223926,70.29356583,24,15,23,2.984042553,2.66235955,74.46808511,188,19,9,15,0.425531915,2.511675829,64.89361702,188,19,12,15,2.904255319,2.511675829,72.87234043,188,20211130-1130-jeremmille_Waters,19.42996177,56.51720542,22.69725408,1.355578728,NA
20211130-1245-jeremmille,East_Branch_Conestoga_River,40.16867346,-75.86825387,02050306,Lower_Susquehanna,0205030611,020503061103,Upper_Conestoga_River,Berks,2021,11,30,Freestone,"6-Dframe_Composite,_200_subsample",69.2625,NA,28,17,14,6,4,18,26,4.18,2.56,40.9,0,12,15,6,15,15,8,14,10,6,15,16,15,147,3.1,<25_standardizations,69.27953636,65.50478475,55.19335898,28,14,18,4.176744186,2.560688295,40.93023256,215,21,10,15,0.046511628,2.378985794,26.51162791,215,21,12,9,4.637209302,2.378985794,26.51162791,215,20211130-1245-jeremmille_Waters,38.93442623,50.40983607,10.6557377,0,NA
20211130-1345-jeremmille,West_Branch_Conestoga_River,40.16019662,-75.90049901,02050306,Lower_Susquehanna,0205030611,020503061103,Upper_Conestoga_River,Berks,2021,11,30,Freestone,"6-Dframe_Composite,_200_subsample",78.1863,NA,31,21,18,7,4,24,32,4.09,2.8,39.3,1.5,12,12,13,16,14,11,13,11,12,11,9,6,140,3.9,<25_standardizations,78.19686643,70.50616363,62.0201251,31,18,24,4.086734694,2.801136602,39.28571429,196,21,11,18,0.358974359,2.566638418,38.46153846,195,21,13,13,4.225641026,2.566638418,37.94871795,195,20211130-1345-jeremmille_Waters,46.96356275,49.79757085,3.238866397,0,NA
20211201-0800-twertz,Greens_Valley_Stream,40.75669807,-77.58527485,02050304,Lower_Juniata,0205030406,020503040602,Laurel_Creek,Mifflin,2021,12,1,Freestone,"6-Dframe_Composite,_200_subsample",73.06,NA,16,13,13,5,2,20,20,2.15,2.06,96.1,1.4,19,20,17,20,19,20,20,20,19,20,20,20,234,2.7,<25_standardizations,75.33571128,71.09999691,69.66295649,16,13,20,2.154589372,2.058334853,96.1352657,207,16,9,15,0.096618357,2.058334853,82.12560386,207,16,11,17,2.400966184,2.058334853,85.50724638,207,20211201-0800-twertz_Watershed_,2.381274523,97.61872548,0,0,NA
20211201-0900-twertz,Laurel_Creek,40.76363444,-77.59391876,02050301,Lower_Juniata,0205030406,020503040602,Laurel_Creek,Centre,2021,12,1,Freestone,"6-Dframe_Composite,_200_subsample",96.8648,NA,31,22,20,8,6,38,37,2.24,2.7,82.1,1,20,20,20,19,19,19,20,19,19,20,18,19,232,2.5,<25_standardizations,97.73562445,72.15081345,73.19885424,31,20,38,2.243781095,2.700585833,82.08955224,201,26,13,18,0.373134328,2.528782265,26.3681592,201,26,17,22,3.76119403,2.528782265,40.29850746,201,20211201-0900-twertz_Watershed_,5.60965574,91.33177891,0.384035112,2.674530243,NA
20211201-1230-tdaley,Meshoppen_Creek,41.65069817,-75.92132769,02050106,Upper_Susquehanna-Tunkhannock,0205010608,020501060803,Thomas_Creek-Meshoppen_Creek,Susquehanna,2021,12,1,Freestone,"6-Dframe_Composite,_200_subsample",66.9686,79.3318,24,17,14,6,6,15,23,4.05,2.5,46.6,0.5,16,18,16,16,13,16,19,15,16,12,10,10,177,35.1,<25_standardizations,66.97551155,57.87129236,57.42714703,24,14,15,4.053398058,2.502310096,46.60194175,206,20,9,12,1.116504854,2.346667015,13.59223301,206,20,11,7,4.194174757,2.346667015,45.63106796,206,20211201-1230-tdaley_Watershed_,7.786189069,53.78415805,33.05760709,5.37204579,NA
20211201-1345-tdaley,Thomas_Creek,41.65182851,-75.9218534,02050106,Upper_Susquehanna-Tunkhannock,0205010608,020501060803,Thomas_Creek-Meshoppen_Creek,Susquehanna,2021,12,1,Freestone,"6-Dframe_Composite,_200_subsample",60.6973,NA,21,14,11,5,5,11,19,3.93,2.12,54.7,1.9,14,16,15,13,16,15,18,15,14,8,10,9,163,3.6,<25_standardizations,60.71020422,57.47338177,48.92420716,21,11,11,3.925233645,2.121446822,54.6728972,214,17,6,9,1.028037383,2.047188708,47.19626168,214,17,9,2,4.481308411,2.047188708,42.05607477,214,20211201-1345-tdaley_Watershed_,10.28071126,45.15750519,40.34660168,4.215181876,NA
20211202-0930-jeremmille,Hospital_Creek,40.32464692,-76.11722921,02040203,Schuylkill,0204020304,020402030406,Spring_Creek,Berks,2021,12,2,Freestone,"6-Dframe_Composite,_200_subsample",94.9595,NA,31,21,19,6,7,41,37,2.48,2.83,71.1,0.6,17,19,18,18,14,16,17,16,11,13,16,13,188,1.5,<25_standardizations,96.28724067,72.13630201,79.35565076,31,19,41,2.477777778,2.830877201,71.11111111,180,23,11,18,0.168539326,2.614655729,38.20224719,178,23,16,24,2.820224719,2.614655729,66.85393258,178,20211202-0930-jeremmille_Waters,22.32606438,64.34060228,12.91796469,0.41536864,NA
20211202-1030-jeremmille,Hospital_Creek,40.32847693,-76.11160696,02040203,Schuylkill,0204020304,020402030406,Spring_Creek,Berks,2021,12,2,Freestone,"6-Dframe_Composite,_200_subsample",89.7301,NA,30,21,18,5,7,36,34,2.88,2.81,60.8,0.5,15,17,19,15,14,17,17,17,16,10,16,16,189,2.3,<25_standardizations,89.71855798,71.12594232,74.34214241,30,18,36,2.882352941,2.809396252,60.78431373,204,25,10,21,0.490196078,2.686594389,26.96078431,204,25,14,23,3.411764706,2.686594389,51.47058824,204,20211202-1030-jeremmille_Waters,17.86552533,69.76390998,12.09443601,0.276128676,NA
20211202-1145-jeremmille,Little_Muddy_Creek,40.24473246,-76.0463062,02050306,Lower_Susquehanna,0205030611,020503061101,Little_Muddy_Creek,Lancaster,2021,12,2,Freestone,"6-Dframe_Composite,_200_subsample",42.8678,NA,19,10,7,4,4,6,13,5.29,2.11,12.8,4.7,13,15,10,15,14,10,15,13,10,10,11,10,146,3.7,<25_standardizations,42.85312289,44.81423939,36.65016145,19,7,6,5.289099526,2.107259631,12.79620853,211,16,4,6,1.777251185,2.045235821,9.004739336,211,16,6,1,5.44549763,2.045235821,8.056872038,211,20211202-1145-jeremmille_Waters,24.11427763,44.19772293,28.94420479,2.74379464,NA
20211202-1230-jeremmille,Unnamed__Tributary_to_Little_Muddy_Creek,40.23855036,-76.02471537,02050306,Lower_Susquehanna,0205030611,020503061101,Little_Muddy_Creek,Berks,2021,12,2,Freestone,"6-Dframe_Composite,_200_subsample",70.091,NA,27,17,14,6,6,19,25,4.15,2.73,40.1,5.2,15,16,10,15,14,13,16,15,14,15,14,10,167,2.1,<25_standardizations,70.12610462,60.2940351,55.52922768,27,14,19,4.145833333,2.734421325,40.10416667,192,19,8,12,0.625,2.581189555,20.83333333,192,19,11,12,4.723958333,2.581189555,26.04166667,192,20211202-1230-jeremmille_Waters,18.34520176,52.89928789,28.75551034,0,NA
