STATIONID,STREAM_NAME,LAT,LONG,YEAR,MONTH,DAY,AREAsqmi,Regular_IBI,SPEAR_IBI,IBI_Adjusted_Abundance_,SIBI-AIBI,SIBI-RIBI,S_IBI_Total_Taxa_Richness,S_IBI_EPT_Taxa_Richness,S_IBI_Beck's_Index,S_IBI_Hilsenhoff_Biotic_Index,S_IBI_Shannon_Diversity_Index,S_IBI_Percent_Sensitive_Individuals,S_IBI_Total_Individuals_Sampled,A_IBI_Total_Taxa_Richness,A_IBI_EPT_Taxa_Richness,A_IBI_Beck's_Index,A_IBI_Hilsenhoff_Biotic_Index,A_IBI_Shannon_Diversity_Index,A_IBI_Percent_Sensitive_Individuals,A_IBI_Total_Individuals_Sampled,Impaired-0_Attaining-1,Urban,Forested,Agriculture,OpenWaterWetland_,INST_COVER,EPI_SUB,R_IBI_Total_Taxa_Richness,R_IBI_EPT_Taxa_Richness,R_IBI_Beck's_Index,R_IBI_Hilsenhoff_Biotic_Index,R_IBI_Shannon_Diversity_Index,R_IBI_Percent_Sensitive_Individuals,R_IBI_Total_Individuals_Sampled,EMBEDDED,VELO_DEPTH,CHAN_ALT,SED_DEP,FREQ_RIFF,CHAN_FLOW,COND_BANKS,BANK_VEG,GRAZING,RIP_VEG_ZO,HAB_TOTAL,DESIGNATED_USE,IBI_Impairment_Threshold,Impaired-0_Attaining-1
20210419-1248-mshank,Rock_Run,40.81627036,-77.41642957,2021,4,19,1.6,78.76573794,51.09204357,67.89546695,-16.80342338,-27.67369437,18,9,11,4.302752294,2.146180238,25.68807339,218,18,12,17,2.825688073,2.146180238,68.80733945,218,1,0.902884827,99.03105043,0,0.066064743,20,20,23,14,24,2.196347032,2.307164001,75.34246575,219,15,20,20,17,18,19,20,20,20,20,229,HQ-CWF,63,1
20210419-1312-mshank,Swift_Run,40.81566939,-77.4196113,2021,4,19,1.2,87.48726703,54.61419023,70.10356807,-15.48937784,-32.8730768,19,9,17,4.480769231,2.428579004,21.15384615,208,19,12,18,2.682692308,2.428579004,65.38461538,208,1,5.061834915,93.96031061,0.977854472,0,16,18,26,16,29,1.802884615,2.590973436,80.28846154,208,16,18,18,17,20,19,19,20,20,16,217,HQ-CWF,63,1
20210419-1330-MifflinCCD,Kishacoquillas_Creek,40.58100955,-77.75823059,2021,4,19,13.3,33.20299795,39.73012788,30.77164438,8.958483498,6.527129928,16,2,2,4.284313725,1.935143958,30.39215686,204,16,1,1,5.274509804,1.935143958,1.960784314,204,0,7.437070938,39.76637752,52.79122984,0.005321697,14,15,18,1,2,5.166666667,2.067632887,1.904761905,210,13,15,15,11,16,16,13,13,13,14,168,CWF,50,0
20210419-1500-MifflinCCD,Kishacoquillas_Creek,40.58979387,-77.74498606,2021,4,19,13.3,35.75156152,36.26391195,30.98383872,5.280073234,0.512350434,16,1,2,4.922330097,2.021594822,21.3592233,206,16,1,1,5.461165049,2.021594822,2.427184466,206,0,7.559893523,37.88819876,54.54683737,0.005070351,14,14,21,2,1,5.347826087,2.249005763,1.449275362,207,11,14,15,9,14,15,12,14,15,10,157,CWF,50,0
20210420-0900-MifflinCCD,Unnamed__Tributary_to_Kishacoquillas_Creek,40.59003983,-77.74066671,2021,4,20,2.2,31.72017902,30.97767832,27.7514125,3.22626582,-0.7425007,15,3,2,5.853556485,1.83812412,3.347280335,239,15,2,1,6.50209205,1.83812412,0.418410042,239,0,7.92614696,38.23200298,53.84185006,0,11,12,18,2,2,6.191666667,2.046283339,1.25,240,10,13,12,12,15,16,10,15,13,9,148,CWF,50,0
20210420-1015-MifflinCCD,Little_Kishacoquillas_Creek,40.60300373,-77.72510417,2021,4,20,12.2,41.91110494,31.40368304,33.33231942,-1.928636378,-10.5074219,17,2,0,5.222222222,1.864194508,1.93236715,207,17,4,2,5.657004831,1.864194508,2.898550725,207,0,13.03819215,35.95348223,50.99246729,0.015858332,15,15,24,6,4,5.341013825,2.217946806,1.382488479,217,13,15,11,12,15,16,10,16,15,13,166,CWF,50,0
20210420-1115-jbrancato,Driftwood_Branch_Sinnemahoning_Creek,41.35871495,-78.13501383,2021,4,20,313.1,66.44081243,38.17580924,52.63453329,-14.45872405,-28.26500319,15,6,8,5.061674009,1.855097872,4.405286344,227,15,9,9,3.832599119,1.855097872,49.33920705,227,1,3.764296293,92.65626616,2.490971631,1.088465914,18,18,20,13,17,2.899122807,2.264844422,49.12280702,228,18,18,15,17,17,18,16,17,17,15,204,TSF ,50,1
20210420-1130-jadetweile,Brush_Creek,40.34225671,-79.72468157,2021,4,20,45.9,1.416911376,7.541242454,1.416911376,6.124331078,6.124331078,2,0,0,6.980099502,0.055772796,0,201,2,0,0,9.960199005,0.055772796,0,201,0,45.47164782,36.77824746,17.68231844,0.067786283,8,9,2,0,0,9.960199005,0.055772796,0,201,10,14,16,9,18,15,7,6,9,9,130,HQ-CWF,63,0
20210420-1130-MifflinCCD,Kishacoquillas_Creek,40.60073536,-77.72435731,2021,4,20,29.7,45.36618033,35.50290233,37.34015318,-1.837250845,-9.863277998,19,3,2,5.537313433,2.000332895,7.960199005,201,19,5,3,5.567164179,2.000332895,6.467661692,201,0,10.13776756,35.90405558,53.94878896,0.009387908,14,14,26,7,5,5.416267943,2.404073638,2.392344498,209,12,10,15,12,7,16,15,15,15,12,157,CWF,50,0
20210420-1330-MifflinCCD,Kishacoquillas_Creek,40.60537235,-77.70194182,2021,4,20,31.5,41.53737549,33.47061031,34.61407356,-1.143463247,-8.066765177,17,2,2,5.645,2.045926058,7,200,17,3,1,5.35,2.045926058,7.5,200,0,11.0216771,35.03364422,53.93616115,0.008517525,15,15,24,4,4,5.240196078,2.333375882,3.921568627,204,12,10,15,12,10,16,11,15,14,12,157,CWF,50,0
20210420-1500-MifflinCCD,Hungry_Run,40.63556049,-77.56351721,2021,4,20,8.4,43.77195475,34.81070093,38.59345527,-3.782754336,-8.961253816,15,2,2,5.4,2.176665589,12.5,200,15,3,2,4.61,2.176665589,19,200,0,6.845501708,63.96726981,29.1450504,0.042178076,12,14,20,5,5,4.536945813,2.338956358,11.33004926,203,11,15,12,11,14,16,7,10,7,9,138,TSF ,50,0
20210421-0900-MifflinCCD,Hungry_Run,40.6478799,-77.54445162,2021,4,21,5,52.724477,43.75692169,47.26304548,-3.506123794,-8.967555314,19,4,8,5.166666667,2.40581919,16.17647059,204,19,6,6,4.593137255,2.40581919,23.52941176,204,1,5.037609551,61.15519978,33.80719067,0,13,15,23,7,8,4.299019608,2.574969394,24.01960784,204,9,14,15,11,12,16,10,15,13,11,154,TSF ,50,1
20210421-1000-MifflinCCD,Unnamed__Tributary_to_Hungry_Run,40.64781453,-77.54507587,2021,4,21,1.9,59.80365062,49.02310593,51.33629417,-2.313188236,-10.78054469,20,7,11,4.980392157,2.413406411,18.1372549,204,20,8,8,4.441176471,2.413406411,26.47058824,204,1,3.436928702,73.41864717,23.14442413,0,16,16,26,8,12,3.907317073,2.630311984,33.17073171,205,13,14,16,13,15,15,14,16,13,11,172,TSF ,50,1
20210421-1115-MifflinCCD,Hungry_Run,40.65208965,-77.53522873,2021,4,21,5,50.70873624,41.3371388,43.85169322,-2.514554417,-9.371597437,18,4,5,5.438356164,2.529082138,12.32876712,219,18,6,1,4.872146119,2.529082138,19.17808219,219,1,4.824528999,62.77059475,32.40487625,0,14,13,21,8,4,4.442922374,2.736632681,20.0913242,219,10,13,15,11,13,16,8,15,15,13,156,TSF ,50,1
20210421-1230-MifflinCCD,Hungry_Run,40.65421154,-77.53153815,2021,4,21,4.1,48.30497648,33.38416153,40.2973907,-6.913229171,-14.92081495,16,2,2,5.6,2.043742859,8.717948718,195,16,4,1,4.451282051,2.043742859,25.12820513,195,0,4.116798234,64.86715898,31.01604278,0,14,15,20,5,6,3.964285714,2.307861505,27.04081633,196,12,13,15,12,13,16,8,16,16,15,165,TSF ,50,0
20210421-1345-MifflinCCD,Hungry_Run,40.65616906,-77.52876623,2021,4,21,4.1,53.1544578,40.31793984,49.05866762,-8.740727783,-12.83651796,20,3,2,4.377659574,2.438366176,4.787234043,188,20,5,4,4.212765957,2.438366176,34.04255319,188,1,3.955383955,65.55984556,30.48477048,0,13,15,23,6,7,3.90052356,2.5191959,30.36649215,191,12,14,12,12,13,16,11,11,6,7,142,TSF ,50,1
20210421-1445-MifflinCCD,Unnamed__Tributary_to_Hungry_Run,40.66415674,-77.51852064,2021,4,21,2.7,63.52574129,48.47707776,52.44475972,-3.967681962,-15.04866353,22,6,7,4.794392523,2.481966635,19.62616822,214,22,8,6,4.490654206,2.481966635,29.90654206,214,1,2.393185506,83.43699297,14.16982153,0,13,13,31,11,11,4.196261682,2.719198384,28.5046729,214,12,14,16,12,14,15,10,13,13,9,154,TSF ,50,1
20210422-0627-mshank,Honey_Creek,40.76681127,-77.3703498,2021,4,22,5.6,93.76288478,64.4996291,78.6810069,-14.18137779,-29.26325568,30,13,17,4.769230769,2.736296739,19.23076923,208,30,16,22,3.538461538,2.736296739,53.84615385,208,1,7.782881002,91.54070981,0.592901879,0.083507307,17,16,39,20,37,2.924170616,3.15575346,65.87677725,211,19,18,16,17,16,19,15,19,20,17,209,HQ-CWF,63,1
20210422-0741-mshank,Unnamed__Tributary_to_Swift_Run,40.80863574,-77.28358232,2021,4,22,1.6,85.6968304,49.55207682,69.1341326,-19.58205578,-36.14475358,19,9,11,4.794392523,2.300332572,15.88785047,214,19,13,19,2.985981308,2.300332572,60.74766355,214,1,4.905913978,95.09408602,0,0,19,19,25,16,33,2.274418605,2.545267823,70.23255814,215,17,20,20,18,19,18,19,20,20,17,226,HQ-CWF,63,1
20210422-0828-mshank,Swift_Run,40.80982617,-77.28505623,2021,4,22,1.9,63.13137134,57.18441782,55.55874996,1.625667866,-5.946953512,11,8,11,2.060913706,1.639550763,70.55837563,197,11,7,12,2.492385787,1.639550763,69.03553299,197,1,0.471698113,99.52830189,0,0,16,18,12,9,14,1.639593909,1.664922268,96.95431472,197,20,17,18,20,18,16,15,20,20,20,218,HQ-CWF,63,1
20210422-0830-MifflinCCD,Unnamed__Tributary_to_Hungry_Run,40.66713923,-77.52096907,2021,4,22,0.9,52.75300529,45.67285102,46.23138338,-0.558532365,-7.080154275,18,5,4,4.246511628,2.061350725,33.48837209,215,18,8,9,4.581395349,2.061350725,15.34883721,215,1,0.819318672,96.03277275,3.147908581,0,16,16,22,9,13,4.35483871,2.244718781,17.05069124,217,14,15,16,15,17,17,15,16,15,13,185,TSF ,50,1
20210422-0942-mshank,Weikert_Run,40.82576283,-77.35400802,2021,4,22,4.3,91.04889517,60.2277566,74.09508484,-13.86732825,-30.82113857,24,11,11,4.0591133,2.525903129,33.99014778,203,24,14,22,3.019704433,2.525903129,55.66502463,203,1,3.974167909,95.5290611,0.099354198,0.397416791,19,19,31,16,32,2.32038835,2.865581918,75.24271845,206,15,19,19,19,20,20,19,19,20,16,224,HQ-CWF,63,1
20210422-1000-MifflinCCD,Unnamed__Tributary_to_Hungry_Run,40.66983327,-77.51593815,2021,4,22,1.7,26.9278252,24.49254991,25.13484626,-0.642296351,-2.435275291,11,3,3,5.76056338,1.029507404,1.408450704,213,11,3,6,6.178403756,1.029507404,2.34741784,213,0,2.606934953,82.35889648,15.03416856,0,10,11,11,3,10,6.159624413,1.029507404,2.34741784,213,11,10,15,12,12,13,10,16,15,12,147,TSF ,50,0
20210422-1045-jadetweile,Kent_Run,39.88300587,-80.43545528,2021,4,22,2.7,65.40578734,54.16728058,57.90943416,-3.742153575,-11.23850676,15,7,14,3.302702703,2.281853172,36.75675676,185,15,10,12,3.632432432,2.281853172,50.27027027,185,1,6.937394247,76.37641546,16.68619029,0,15,19,19,12,14,3.259459459,2.510385925,54.05405405,185,10,19,11,12,18,16,11,14,10,12,167,TSF ,50,1
20210422-1049-mshank,Little_Weikert_Run,40.82143411,-77.35310385,2021,4,22,2.3,85.03975883,49.78245265,66.23182713,-16.44937449,-35.25730618,17,8,11,4.350961538,2.37793118,19.71153846,208,17,11,16,2.985576923,2.37793118,64.42307692,208,1,2.83509214,97.0861553,0,0.078752559,18,20,23,16,28,1.975845411,2.539740655,80.19323671,207,17,19,20,19,20,19,20,20,20,18,230,HQ-CWF,63,1
20210422-1100-HuntingdonCCD,Warriors_Mark_Run,40.65461765,-78.1119395,2021,4,22,23.1,63.17279819,43.94045811,52.39902071,-8.4585626,-19.23234008,22,7,8,5.382488479,2.240175053,3.225806452,217,22,10,8,4.714285714,2.240175053,25.80645161,217,1,5.699446174,53.31606646,40.87702863,0.107458739,10,15,27,12,18,4.368663594,2.48005372,25.80645161,217,10,13,14,10,17,15,13,12,17,12,158,HQ-CWF,63,1
20210422-1130-jadetweile,North_Fork_Dunkard_Fork,39.88256058,-80.43637882,2021,4,22,24.3,59.14694802,59.86867691,57.85831958,2.010357332,0.721728892,22,9,11,3.492610837,2.305395796,46.79802956,203,22,12,14,4.45320197,2.305395796,26.60098522,203,1,6.609578725,82.13204814,11.22538262,0.032990519,15,12,27,12,16,4.524509804,2.403597555,13.7254902,204,10,19,12,15,19,16,9,9,11,8,155,TSF ,50,1
20210422-1205-mshank,Treaster_Run,40.78931865,-77.39927009,2021,4,22,2.7,84.52560005,52.42311236,63.75478947,-11.33167711,-32.10248769,21,11,17,4.86,2.038685766,11.5,200,21,12,15,3.425,2.038685766,54,200,1,6.417112299,93.55680188,0,0.026085822,16,18,28,14,30,2.437810945,2.435822458,77.11442786,201,18,18,18,19,17,19,16,20,20,20,219,HQ-CWF,63,1
20210422-1215-jbrancato,Bennett_Branch,41.24401718,-78.52842522,2021,4,22,52.9,95.76033186,71.70714232,80.77323437,-9.066092045,-24.05318954,22,11,17,4.238888889,2.513366257,28.33333333,180,22,13,16,3.905555556,2.513366257,56.11111111,180,1,4.78989644,89.61697157,4.382312489,1.210819501,15,11,30,16,21,3.222826087,2.722458594,59.7826087,184,11,15,16,11,12,17,12,18,17,13,168,CWF,50,1
20210422-1230-HuntingdonCCD,Warriors_Mark_Run,40.69825216,-78.12047381,2021,4,22,7.1,27.17367289,21.83926047,23.13359525,-1.294334783,-5.334412423,10,1,0,5.884057971,1.278932843,0,207,10,1,1,5.560386473,1.278932843,0.966183575,207,0,5.660377358,46.82941062,47.50534915,0.004862867,9,18,13,1,3,5.463768116,1.511260487,1.449275362,207,8,14,13,10,18,16,15,7,11,14,153,HQ-CWF,63,0
20210422-1230-jadetweile,Polen_Run,39.87950134,-80.42768998,2021,4,22,1.4,49.02280152,43.89647339,41.28448357,2.611989824,-5.126328126,14,6,8,3.823232323,1.798187911,24.74747475,198,14,7,8,4.939393939,1.798187911,18.68686869,198,0,7.850609756,66.81910569,25.17784553,0.152439024,19,20,19,10,10,4.883838384,2.071052948,18.68686869,198,16,15,15,14,20,13,13,13,12,12,182,TSF ,50,0
20210422-1320-mshank,Havice_Creek,40.78465154,-77.4818141,2021,4,22,4.8,93.63750044,58.78860151,71.25205181,-12.4634503,-34.84889893,26,12,20,5.052132701,2.393361201,11.37440758,211,26,15,21,3.710900474,2.393361201,45.02369668,211,1,8.064516129,91.93548387,0,0,15,16,34,19,36,2.677725118,2.79475628,66.82464455,211,18,18,19,17,17,18,17,20,20,20,215,HQ-CWF,63,1
20210422-1330-HuntingdonCCD,Warriors_Mark_Run,40.72994236,-78.10425771,2021,4,22,2.8,43.91395049,45.62562345,40.41292037,5.212703085,1.711672965,17,5,7,4.555555556,1.965677737,35.18518519,216,17,6,3,4.532407407,1.965677737,12.96296296,216,0,3.750168623,49.50762175,46.72871982,0.013489815,5,18,19,6,5,4.133640553,2.057199263,14.28571429,217,15,9,15,15,18,16,7,7,13,11,149,HQ-CWF,63,0
20210423-1000-jagrassi,Fivemile_Run,41.13601209,-79.08372722,2021,4,23,12.5,73.76750187,46.77325207,60.29190734,-13.51865527,-26.9942498,18,8,8,4.487068966,2.14686784,16.81034483,232,18,11,17,4.047413793,2.14686784,47.4137931,232,1,8.635718065,69.72346765,21.54056086,0.100253418,18,16,24,14,27,3.35193133,2.42406293,49.35622318,233,11,15,19,16,17,15,18,18,19,18,200,CWF,50,1
20210426-0945-jadetweile,Raccoon_Creek,40.60792754,-80.30064394,2021,4,26,173.5,36.61756695,42.12020408,37.54025654,4.579947532,5.502637126,14,6,6,4.69047619,1.347491991,12.85714286,210,14,7,1,5.504761905,1.347491991,13.33333333,210,0,13.77867662,64.15888293,21.1582041,0.904236354,12,11,15,7,3,5.633333333,1.379849617,1.904761905,210,10,19,13,6,11,10,5,8,9,11,125,WWF,50,0
20210426-1030-jadetweile,Raccoon_Creek,40.60645306,-80.3016198,2021,4,26,173.5,46.32479185,57.54845634,50.36081331,7.187643026,11.22366449,17,6,11,3.313513514,1.801276244,29.18918919,185,17,9,2,4.827027027,1.801276244,29.72972973,185,0,13.76965028,64.16462013,21.16135843,0.904371161,11,8,20,8,2,5.311827957,1.862508884,14.51612903,186,8,11,18,10,5,10,7,7,4,5,104,WWF,50,0
20210426-1045-smeans,Cooks_Run,41.31707333,-77.93572383,2021,4,26,13.9,91.20952393,56.90341823,69.4681338,-12.56471557,-34.30610571,25,11,17,4.515418502,2.221606532,14.97797357,227,25,16,24,4.101321586,2.221606532,36.56387665,227,1,13.05263158,86.94736842,0,0,19,13,35,22,39,3.140969163,2.669653303,58.59030837,227,17,16,20,19,18,20,17,16,19,15,209,EV,63,1
20210427-0626-mshank,Britton_Run,40.78285629,-77.62472723,2021,4,27,1,85.01932901,55.48080901,68.55899837,-13.07818936,-29.53852,21,10,17,4.575342466,2.338199634,19.6347032,219,21,13,20,3.287671233,2.338199634,52.51141553,219,1,3.535176759,96.07980399,0,0.385019251,15,17,26,14,28,2.118721461,2.575484753,81.73515982,219,11,17,15,14,18,19,18,16,15,12,187,HQ-CWF,63,1
20210427-0703-twertz,Boal_Gap_Run,40.77080099,-77.66364461,2021,4,27,2.8,90.81877425,48.78405537,63.05949752,-14.27544215,-42.03471888,19,9,11,4.958139535,2.338983556,12.55813953,215,19,11,17,3.404651163,2.338983556,46.51162791,215,1,4.312601271,93.76791724,1.907017325,0.012464166,19,20,30,18,38,2.585253456,2.647781621,63.59447005,217,17,19,16,17,18,19,18,18,17,16,214,CWF,50,1
20210427-0802-mshank,Sinking_Creek,40.74931931,-77.71156535,2021,4,27,4.2,57.99432896,50.98957568,53.38321994,-2.393644257,-7.004753277,13,7,8,2.846534653,1.467526434,58.41584158,202,13,8,14,3.579207921,1.467526434,60.3960396,202,1,4.987893462,83.49636804,0,11.5157385,20,19,14,8,17,3.564356436,1.488700124,73.76237624,202,19,20,20,16,19,19,19,20,20,20,231,CWF,50,1
20210427-0842-twertz,Galbraith_Gap_Run,40.76281255,-77.75125996,2021,4,27,3.2,76.23688777,49.47331038,59.85719995,-10.38388956,-26.76357739,21,8,11,4.646226415,2.382302094,10.8490566,212,21,11,20,4.424528302,2.382302094,27.83018868,212,1,2.924745317,96.74663161,0.28480666,0.043816409,19,17,28,14,31,3.79245283,2.636989423,41.03773585,212,17,20,18,18,20,19,19,19,19,17,222,HQ-CWF,63,1
20210427-0927-mshank,Laurel_Run,40.73244431,-77.801817,2021,4,27,1.9,83.94981133,62.72115902,70.6933894,-7.972230381,-21.22865231,22,11,14,3.755102041,2.545796613,41.32653061,196,22,12,19,2.887755102,2.545796613,57.14285714,196,1,6.520105224,93.47989478,0,0,19,18,27,13,28,2.368686869,2.780471994,74.74747475,198,19,18,19,20,19,18,18,20,18,13,219,HQ-CWF,63,1
20210427-1000-jadetweile,North_Fork_Dunkard_Fork,39.89336653,-80.46371312,2021,4,27,28,46.55356656,50.34453725,43.86155477,6.482982484,3.790970694,16,6,8,3.6875,2.163711232,40.10416667,192,16,8,3,4.729166667,2.163711232,20.3125,192,0,6.701750343,82.50681827,10.68515602,0.106275368,15,15,19,10,5,4.78125,2.302641059,9.375,192,15,16,15,16,18,17,13,16,11,10,177,TSF ,50,0
20210427-1000-twertz,Greenlee_Run,40.70106184,-77.81831841,2021,4,27,3.1,80.98723385,52.48917537,67.66712683,-15.17795147,-28.49805848,19,9,17,4.653658537,2.229990578,18.04878049,205,19,12,18,2.975609756,2.229990578,61.95121951,205,1,5.756097561,94.04878049,0.195121951,0,14,20,24,13,26,1.961165049,2.390703548,79.12621359,206,16,20,19,17,20,20,20,20,19,19,224,HQ-CWF,63,1
20210427-1011-tdaley,Aquashicola_Creek,40.79538907,-75.61089552,2021,4,27,75.8,59.22594301,51.72525052,52.46407419,-0.738823668,-7.500692488,22,9,6,5.510752688,2.241404022,8.602150538,186,22,8,8,5.344086022,2.241404022,8.064516129,186,1,14.09678309,64.87143912,19.9685157,1.063262093,16,16,26,9,9,5.247368421,2.375490719,15.26315789,190,14,16,18,13,18,17,15,16,15,15,189,TSF ,50,1
20210427-1030-jaygerber,Linesville_Creek,41.66688624,-80.42479838,2021,4,27,9.8,53.63262958,47.09461265,45.06187223,2.032740423,-6.538016927,20,7,8,4.551569507,2.087923864,20.1793722,223,20,8,4,4.941704036,2.087923864,18.38565022,223,1,5.11325586,48.06381721,42.58420327,4.238723656,12,12,28,10,7,4.878923767,2.210107326,21.52466368,223,12,16,15,12,9,14,14,16,15,16,163,WWF,50,1
20210427-1100-jadetweile,North_Fork_Dunkard_Fork,39.88229118,-80.43540985,2021,4,27,21.6,44.0034819,48.55524709,40.12977926,8.425467826,4.551765186,14,5,8,3.719047619,1.953421389,47.14285714,210,14,8,5,4.985714286,1.953421389,10.95238095,210,0,6.574355329,82.82007368,10.57164092,0.033930072,13,11,19,10,6,5.157142857,2.062360698,5.238095238,210,10,18,12,12,19,15,11,11,7,7,146,TSF ,50,0
20210427-1100-jaygerber,Paden_Creek,41.71309394,-80.474753,2021,4,27,11,45.95242241,41.69016944,40.6355602,1.054609245,-4.262252965,19,5,8,5.526086957,2.118712153,13.47826087,230,19,6,3,4.856521739,2.118712153,7.826086957,230,0,7.585568918,41.53561517,50.26210299,0.61671292,13,12,25,7,5,4.887931034,2.25257079,6.896551724,232,11,13,13,11,10,13,15,16,16,16,159,WWF,50,0
20210427-1130-jadetweile,Whitethorn_Run,39.87979175,-80.40909589,2021,4,27,2,56.44948898,45.67084565,46.55785822,-0.887012571,-10.77864333,15,6,8,3.967567568,1.861682893,30.81081081,185,15,8,5,4.475675676,1.861682893,38.37837838,185,1,7.762557078,58.30136986,33.93607306,0,18,18,21,13,28,2.083743842,2.404709579,83.74384236,203,17,16,12,16,20,16,12,12,6,10,173,TSF ,50,1
20210427-1142-mshank,Ross_Run,40.68269066,-77.79013244,2021,4,27,2.4,77.27828598,49.03351412,58.13250279,-9.098988667,-28.24477185,21,4,5,3.819047619,2.13051613,38.57142857,210,21,9,9,3.704761905,2.13051613,52.38095238,210,1,5.798319328,93.41736695,0.784313725,0,12,13,34,14,22,3.803738318,2.459866875,58.87850467,214,14,11,16,10,13,14,13,18,18,20,172,HQ-CWF,63,1
20210427-1200-jadetweile,North_Fork_Dunkard_Fork,39.86722353,-80.39270947,2021,4,27,11.1,46.91097715,45.86921153,40.0410245,5.828187031,-1.041765619,14,6,8,4.133004926,2.04983335,30.54187192,203,14,7,3,5.004926108,2.04983335,16.74876847,203,0,6.421930718,87.46816098,6.065333673,0.044574631,10,17,19,10,4,4.617647059,2.267476267,12.74509804,204,16,17,13,12,17,13,13,12,5,5,150,TSF ,50,0
20210427-1213-twertz,Croyle_Run,40.68215199,-77.81878953,2021,4,27,2.8,79.99356784,58.30315816,68.35644497,-10.05328682,-21.69040968,18,10,14,3.698113208,2.450154904,35.8490566,212,18,12,19,2.990566038,2.450154904,59.43396226,212,1,3.619210978,96.38078902,0,0,18,20,21,13,29,2.382075472,2.54249195,75,212,17,20,18,17,20,20,18,18,17,17,220,HQ-CWF,63,1
20210427-1252-mshank,Standing_Stone_Creek,40.69532928,-77.75702571,2021,4,27,11,97.6297911,54.1404599,65.80999683,-11.66953692,-43.4893312,22,9,17,4.900943396,2.488448231,13.67924528,212,22,12,19,3.646226415,2.488448231,41.98113208,212,1,3.179963887,96.70634655,0.103658129,0.010031432,20,19,33,19,42,2.314553991,2.825216192,77.9342723,213,18,20,20,19,20,20,19,20,20,20,235,HQ-CWF,63,1
20210427-1300-jadetweile,Unnamed__Tributary_to_Job_Creek,39.82462154,-80.38949255,2021,4,27,2.4,56.38506461,55.296112,54.8090235,0.4870885,-1.08895261,18,6,11,3.648648649,2.42115114,45.40540541,185,18,10,9,3.972972973,2.42115114,32.97297297,185,1,7.139722019,90.37307974,2.443306511,0.043891734,11,13,21,10,10,4.043243243,2.545774485,28.10810811,185,12,17,12,15,16,16,7,11,11,11,152,TSF ,50,1
20210427-1315-jeremmille,Stony_Creek,40.57578075,-76.06924163,2021,4,27,3.7,89.39483948,57.88209853,71.22017709,-13.33807855,-31.51274095,20,10,17,4.344497608,2.691334148,21.53110048,209,20,13,20,3.081339713,2.691334148,55.98086124,209,1,0,100,0,0,19,20,27,16,36,2.325358852,2.862445398,68.42105263,209,18,18,19,19,19,20,16,18,20,20,226,CWF ,50,1
20210427-1320-tdaley,Unnamed__Tributary_to_Schuylkill_River,40.64286722,-76.16209413,2021,4,27,1.3,88.65050857,59.89170451,78.72600049,-18.83429598,-28.75880406,24,10,14,4.661538462,2.697077949,31.28205128,195,24,14,23,2.471794872,2.697077949,66.15384615,195,1,14.58951533,69.98021761,15.43026706,0,10,15,31,16,29,2.205128205,2.953280957,68.71794872,195,15,9,20,13,16,13,14,17,15,15,172,CWF,50,1
20210427-1330-jadetweile,Job_Creek,39.8208064,-80.37179,2021,4,27,2.3,55.58518055,48.20903184,44.70505986,3.503971982,-7.376148708,15,7,11,4.279569892,2.091144971,29.03225806,186,15,8,9,4.591397849,2.091144971,14.51612903,186,1,7.012719147,88.79339979,4.12512891,0.068752149,18,19,20,12,15,4.327956989,2.214481731,19.35483871,186,16,20,13,12,19,15,11,10,9,9,171,TSF ,50,1
20210427-1445-tdaley,Unnamed__Tributary_to_Little_Schuylkill_River,40.73874789,-75.97006018,2021,4,27,3.6,50.93866278,40.68435486,44.40010598,-3.715751125,-10.25430792,18,4,9,4.642156863,1.80454881,13.23529412,204,18,6,10,4.700980392,1.80454881,21.56862745,204,1,9.920634921,70.01548587,19.85094851,0.212930701,6,6,21,9,12,4.522167488,1.964459238,22.66009852,203,13,16,20,7,13,13,9,11,16,16,146,WWF,50,1
20210428-0800-dushull,Unnamed__Tributary_to_Brush_Creek,39.85926032,-78.8145891,2021,4,28,0.2,58.17357278,40.17383061,48.90177479,-8.727944175,-17.99974217,18,6,11,4.578431373,1.30925605,11.2745098,204,18,11,20,4.950980392,1.30925605,17.15686275,204,0,5.818181818,92.36363636,1.818181818,0,12,12,23,13,27,4.790243902,1.403603768,22.43902439,205,15,10,10,13,16,8,11,10,12,10,139,HQ-CWF,63,0
20210428-0848-dushull,Poorbaugh_Run,39.85611075,-78.82695135,2021,4,28,3.3,90.21602272,55.93361037,71.36751329,-15.43390292,-34.28241235,19,9,17,4.137566138,2.390352041,25.3968254,189,19,12,17,2.275132275,2.390352041,70.8994709,189,1,6.500108155,72.9180186,20.58187324,0,18,18,25,15,36,1.608247423,2.526452817,84.53608247,194,17,20,15,16,20,15,18,20,18,16,211,HQ-CWF,63,1
20210428-0920-rwhiteash,Ware_Run,39.87403894,-78.90209102,2021,4,28,2.2,95.3017781,58.86848612,74.09505927,-15.22657315,-36.43329198,23,10,20,4.539473684,2.608209677,16.66666667,228,23,14,18,2.872807018,2.608209677,63.15789474,228,1,6.423794439,90.0563182,3.519887364,0,14,18,33,19,34,2.135371179,2.847891502,72.48908297,229,17,18,15,18,19,16,12,16,20,15,198,HQ-CWF,63,1
